text,clause_type,label,source
"The parties hereby agree that customer acknowledges that company shall not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company will not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company will not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company will not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company shall not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company shall not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company will not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company shall not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Subject to the terms and conditions of this Agreement, customer acknowledges that company shall not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company shall not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company will not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company shall not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company will not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
"Customer acknowledges that Company shall not be liable for any loss of data, profits, or business opportunities.",Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,real_template
The parties agree that liability will be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability will be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
"For the avoidance of doubt, the parties agree that liability will be capped at an amount equal to the contract value as stated in exhibit a.",Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
"Subject to the terms and conditions of this Agreement, the parties agree that liability shall be capped at an amount equal to the contract value as stated in exhibit a.",Liability,1,augmented
"For the avoidance of doubt, the parties agree that liability will be capped at an amount equal to the contract value as stated in exhibit a.",Liability,1,augmented
"Subject to the terms and conditions of this Agreement, the parties agree that liability shall be capped at an amount equal to the contract value as stated in exhibit a.",Liability,1,augmented
The parties agree that liability will be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
"Subject to the terms and conditions of this Agreement, the parties agree that liability shall be capped at an amount equal to the contract value as stated in exhibit a.",Liability,1,augmented
The parties agree that liability will be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability will be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability will be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability will be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability will be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability will be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
It is expressly understood and agreed that the parties agree that liability shall be capped at an amount equal to the contract value as stated in exhibit a.,Liability,1,augmented
"Subject to the terms and conditions of this Agreement, the parties agree that liability shall be capped at an amount equal to the contract value as stated in exhibit a.",Liability,1,augmented
The parties hereby agree that the parties agree that liability shall be capped at an amount equal to the contract value as stated in exhibit a.,Liability,1,augmented
"Notwithstanding any other provision herein, the parties agree that liability will be capped at an amount equal to the contract value as stated in exhibit a.",Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
"Subject to the terms and conditions of this Agreement, the parties agree that liability shall be capped at an amount equal to the contract value as stated in exhibit a.",Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
The parties agree that liability shall be capped at an amount equal to the contract value as stated in Exhibit A.,Liability,1,augmented
"Subject to the terms and conditions of this Agreement, the parties agree that liability shall be capped at an amount equal to the contract value as stated in exhibit a.",Liability,1,augmented
The parties hereby agree that the parties agree that liability shall be capped at an amount equal to the contract value as stated in exhibit a.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,real_template
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
"For the avoidance of doubt, each party's liability for breach of this agreement shall be limited to direct damages actually incurred.",Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
"Notwithstanding any other provision herein, each party's liability for breach of this agreement will be limited to direct damages actually incurred.",Liability,1,augmented
The parties hereby agree that each party's liability for breach of this agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
"For the avoidance of doubt, each party's liability for breach of this agreement shall be limited to direct damages actually incurred.",Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
"Subject to the terms and conditions of this Agreement, each party's liability for breach of this agreement shall be limited to direct damages actually incurred.",Liability,1,augmented
The parties hereby agree that each party's liability for breach of this agreement will be limited to direct damages actually incurred.,Liability,1,augmented
"Notwithstanding any other provision herein, each party's liability for breach of this agreement will be limited to direct damages actually incurred.",Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
"For the avoidance of doubt, each party's liability for breach of this agreement shall be limited to direct damages actually incurred.",Liability,1,augmented
The parties hereby agree that each party's liability for breach of this agreement will be limited to direct damages actually incurred.,Liability,1,augmented
"For the avoidance of doubt, each party's liability for breach of this agreement shall be limited to direct damages actually incurred.",Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
"Notwithstanding any other provision herein, each party's liability for breach of this agreement will be limited to direct damages actually incurred.",Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
It is expressly understood and agreed that each party's liability for breach of this agreement will be limited to direct damages actually incurred.,Liability,1,augmented
"For the avoidance of doubt, each party's liability for breach of this agreement will be limited to direct damages actually incurred.",Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement will be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
Each party's liability for breach of this Agreement shall be limited to direct damages actually incurred.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,real_template
No party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
It is expressly understood and agreed that no party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
It is expressly understood and agreed that no party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
"Notwithstanding any other provision herein, no party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.",Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
The parties hereby agree that no party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
It is expressly understood and agreed that no party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
"For the avoidance of doubt, no party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.",Liability,1,augmented
It is expressly understood and agreed that no party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
It is expressly understood and agreed that no party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
"For the avoidance of doubt, no party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.",Liability,1,augmented
No party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
"Notwithstanding any other provision herein, no party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.",Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
"For the avoidance of doubt, no party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.",Liability,1,augmented
No party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
"Subject to the terms and conditions of this Agreement, no party shall be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.",Liability,1,augmented
No party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
No party will be liable for failure to perform due to circumstances beyond reasonable control including force majeure events.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,real_template
"Notwithstanding any other provision herein, the limitation of liability provisions survive termination and continue in perpetuity.",Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
"Subject to the terms and conditions of this Agreement, the limitation of liability provisions survive termination and continue in perpetuity.",Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
"Subject to the terms and conditions of this Agreement, the limitation of liability provisions survive termination and continue in perpetuity.",Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
"For the avoidance of doubt, the limitation of liability provisions survive termination and continue in perpetuity.",Liability,1,augmented
"Subject to the terms and conditions of this Agreement, the limitation of liability provisions survive termination and continue in perpetuity.",Liability,1,augmented
It is expressly understood and agreed that the limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The parties hereby agree that the limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
"For the avoidance of doubt, the limitation of liability provisions survive termination and continue in perpetuity.",Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
"Notwithstanding any other provision herein, the limitation of liability provisions survive termination and continue in perpetuity.",Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
"For the avoidance of doubt, the limitation of liability provisions survive termination and continue in perpetuity.",Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
"For the avoidance of doubt, the limitation of liability provisions survive termination and continue in perpetuity.",Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
The limitation of liability provisions survive termination and continue in perpetuity.,Liability,1,augmented
"Subject to the terms and conditions of this Agreement, the limitation of liability provisions survive termination and continue in perpetuity.",Liability,1,augmented
"Notwithstanding any other provision herein, the limitation of liability provisions survive termination and continue in perpetuity.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,real_template
"Notwithstanding any other provision herein, notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"The parties hereby agree that notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any other provision herein, notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"It is expressly understood and agreed that notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Subject to the terms and conditions of this Agreement, notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Subject to the terms and conditions of this Agreement, notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Subject to the terms and conditions of this Agreement, notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"It is expressly understood and agreed that notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"It is expressly understood and agreed that notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Subject to the terms and conditions of this Agreement, notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"For the avoidance of doubt, notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Subject to the terms and conditions of this Agreement, notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"The parties hereby agree that notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
"Notwithstanding any limitation, parties remain liable for indemnification obligations as specified herein.",Liability,1,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,real_template
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
The parties hereby agree that each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
The parties hereby agree that each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this agreement.,Confidentiality,2,augmented
It is expressly understood and agreed that each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
"Subject to the terms and conditions of this Agreement, each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this agreement.",Confidentiality,2,augmented
"Notwithstanding any other provision herein, each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this agreement.",Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
"Notwithstanding any other provision herein, each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this agreement.",Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
"For the avoidance of doubt, each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this agreement.",Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
"Notwithstanding any other provision herein, each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this agreement.",Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
Each party agrees to maintain the confidentiality of all proprietary information disclosed during the term of this Agreement.,Confidentiality,2,augmented
"Confidential Information shall include, but not be limited to, trade secrets, business strategies, customer lists, and technical data.",Confidentiality,2,real_template
"The parties hereby agree that confidential information will include, but not be limited to, trade secrets, business strategies, customer lists, and technical data.",Confidentiality,2,augmented
"Subject to the terms and conditions of this Agreement, confidential information will include, but not be limited to, trade secrets, business strategies, customer lists, and technical data.",Confidentiality,2,augmented
"Subject to the terms and conditions of this Agreement, confidential information shall include, but not be limited to, trade secrets, business strategies, customer lists, and technical data.",Confidentiality,2,augmented
"Subject to the terms and conditions of this Agreement, confidential information will include, but not be limited to, trade secrets, business strategies, customer lists, and technical data.",Confidentiality,2,augmented
"Confidential Information shall include, but not be limited to, trade secrets, business strategies, customer lists, and technical data.",Confidentiality,2,augmented
"For the avoidance of doubt, confidential information will include, but not be limited to, trade secrets, business strategies, customer lists, and technical data.",Confidentiality,2,augmented
"Confidential Information will include, but not be limited to, trade secrets, business strategies, customer lists, and technical data.",Confidentiality,2,augmented
"Confidential Information shall include, but not be limited to, trade secrets, business strategies, customer lists, and technical data.",Confidentiality,2,augmented
"Confidential Information will include, but not be limited to, trade secrets, business strategies, customer lists, and technical data.",Confidentiality,2,augmented
