invoice_no,vendor,company_id,base_amount,gst_rate,gst_amount,total_amount,day_of_week,hour,month,is_weekend,is_late_hour,is_round_amount,vendor_transaction_count,vendor_avg_amount,amount_deviation_ratio,gst_mismatch,amount_to_gst_ratio,is_fraud
INV-000444,SuspiciousVendor_003,COMP_001,150000.0,12,18000.0,168000.0,5,20,6,1,1,1,9,255253.02,0.3418,0,8.3329,1
INV-000445,LegitVendor_024,COMP_023,56741.34,5,2837.07,59578.41,6,20,3,1,1,0,7,52419.79,0.1366,0,19.993,0
INV-000446,LegitVendor_027,COMP_025,25461.13,28,7129.12,32590.24,4,20,1,0,1,0,4,196998.42,0.8346,0,3.5709,0
INV-000447,LegitVendor_041,COMP_026,141080.24,12,16929.63,158009.87,5,20,4,1,1,0,9,51243.67,2.0835,0,8.3328,0
INV-000448,SuspiciousVendor_005,COMP_040,50000.0,18,9000.0,59000.0,1,22,3,0,1,1,6,81806.3,0.2788,0,5.5549,1
INV-000449,SuspiciousVendor_010,COMP_011,130587.3,18,23505.71,154093.02,1,20,6,0,1,0,6,107714.91,0.4306,0,5.5553,1
INV-000450,LegitVendor_003,COMP_044,226913.38,5,11345.67,238259.05,4,20,7,0,1,0,5,71420.07,2.336,0,19.9982,0
INV-000451,LegitVendor_027,COMP_040,17836.01,5,891.8,18727.81,1,20,4,0,1,0,5,161344.3,0.8839,0,19.9776,0
INV-000452,LegitVendor_004,COMP_025,161743.04,28,45288.05,207031.09,6,20,12,1,1,0,5,51421.66,3.0261,0,3.5713,0
INV-000453,LegitVendor_031,COMP_049,9847.73,18,1772.59,11620.33,3,20,9,0,1,0,6,62870.45,0.8152,0,5.5524,0
INV-000454,SuspiciousVendor_009,COMP_006,250000.0,18,45000.0,295000.0,3,20,12,0,1,1,3,130994.15,1.252,0,5.5554,1
INV-000455,LegitVendor_064,COMP_027,46893.76,28,13130.25,60024.01,3,20,9,0,1,0,5,50830.07,0.1809,0,3.5712,0
INV-000456,LegitVendor_059,COMP_037,32731.0,5,1636.55,34367.55,2,20,8,0,1,0,6,104156.01,0.67,0,19.9878,0
INV-000457,LegitVendor_051,COMP_048,46346.99,12,5561.64,51908.63,6,20,10,1,1,0,4,28605.42,0.8146,0,8.3318,0
INV-000458,LegitVendor_026,COMP_032,22127.22,18,3982.9,26110.12,1,20,3,0,1,0,6,28780.02,0.0928,0,5.5542,0
INV-000459,LegitVendor_061,COMP_004,3128.84,18,563.19,3692.03,1,20,7,0,1,0,10,13133.0,0.7188,0,5.5457,0
INV-000460,LegitVendor_012,COMP_013,3988.82,5,199.44,4188.26,4,20,3,0,1,0,9,55749.93,0.9249,0,19.9002,0
INV-000461,SuspiciousVendor_010,COMP_032,40135.7,12,4816.28,34394.86,6,20,11,1,1,0,7,97240.62,0.6463,0,8.3316,1
INV-000462,LegitVendor_058,COMP_047,3598.85,12,431.86,4030.71,4,20,7,0,1,0,6,13811.76,0.7081,0,8.3141,0
INV-000463,LegitVendor_054,COMP_017,25473.05,18,4585.15,30058.2,2,20,10,0,1,0,3,22357.28,0.3444,0,5.5543,0
INV-000464,SuspiciousVendor_011,COMP_025,113417.48,18,20415.15,133832.63,3,22,1,0,1,0,4,74850.68,0.788,0,5.5553,1
INV-000465,LegitVendor_064,COMP_031,22538.43,18,4056.92,26595.35,6,20,9,1,1,0,6,46790.95,0.4316,0,5.5542,0
INV-000466,LegitVendor_043,COMP_019,38412.25,12,4609.47,43021.72,6,20,6,1,1,0,3,53657.02,0.1982,0,8.3315,0
INV-000467,LegitVendor_042,COMP_027,42439.18,18,7639.05,50078.23,4,20,3,0,1,0,6,24939.22,1.008,0,5.5548,0
INV-000468,LegitVendor_071,COMP_039,7993.15,12,959.18,8952.33,3,20,7,0,1,0,4,35947.41,0.7509,0,8.3247,0
INV-000469,LegitVendor_009,COMP_043,8252.71,12,990.33,9243.03,6,20,3,1,1,0,6,49305.51,0.8125,0,8.3249,0
INV-000470,LegitVendor_000,COMP_026,1000.0,18,180.0,1180.0,4,20,5,0,1,0,3,14263.32,0.9172,0,5.5249,0
INV-000471,LegitVendor_034,COMP_019,242908.72,28,68014.44,310923.16,2,20,7,0,1,0,7,141695.19,1.1943,0,3.5714,0
INV-000472,LegitVendor_016,COMP_026,2420.2,18,435.64,2855.84,2,20,1,0,1,0,4,22309.26,0.8719,0,5.5428,0
INV-000473,LegitVendor_019,COMP_000,152086.67,5,7604.33,159691.0,6,20,6,1,1,0,4,61887.26,1.5803,0,19.9974,0
INV-000474,LegitVendor_004,COMP_010,28472.23,12,3416.67,31888.9,6,20,4,1,1,0,6,48166.2,0.3379,0,8.3309,0
INV-000475,LegitVendor_010,COMP_028,17548.15,18,3158.67,20706.81,6,20,12,1,1,0,4,25062.93,0.1738,0,5.5538,0
INV-000476,LegitVendor_018,COMP_034,56113.33,28,15711.73,71825.06,6,20,7,1,1,0,10,96379.24,0.2548,0,3.5712,0
INV-000477,LegitVendor_077,COMP_039,15542.13,18,2797.58,18339.72,4,20,6,0,1,0,2,22208.94,0.1742,0,5.5536,0
INV-000478,LegitVendor_007,COMP_019,53923.47,5,2696.17,56619.65,4,20,9,0,1,0,6,20725.87,1.7318,0,19.9926,0
INV-000479,SuspiciousVendor_003,COMP_045,5231.46,12,627.78,5859.24,3,22,1,0,1,0,10,230313.65,0.9746,0,8.3201,1
INV-000480,LegitVendor_023,COMP_035,7026.09,18,1264.7,8290.78,0,20,9,0,1,0,6,46569.97,0.822,0,5.5512,0
INV-000481,SuspiciousVendor_019,COMP_022,112868.94,12,13544.27,126413.21,4,20,1,0,1,0,4,120852.17,0.046,0,8.3327,1
INV-000482,SuspiciousVendor_009,COMP_005,250000.0,12,30000.0,18385.59,1,22,5,0,1,1,4,102842.01,0.8212,0,8.3331,1
INV-000483,LegitVendor_035,COMP_027,130516.87,18,23493.04,154009.9,2,20,2,0,1,0,5,93747.3,0.6428,0,5.5553,0
INV-000484,LegitVendor_024,COMP_029,12366.07,18,2225.89,14591.96,3,20,7,0,1,0,8,47691.31,0.694,0,5.5531,0
INV-000485,SuspiciousVendor_015,COMP_013,500000.0,18,90000.0,590000.0,3,22,9,0,1,1,6,220038.3,1.6813,0,5.5555,1
INV-000486,SuspiciousVendor_001,COMP_009,4536.21,12,544.34,5080.55,0,20,2,0,1,0,4,128545.86,0.9605,0,8.3181,1
INV-000487,LegitVendor_051,COMP_016,70577.88,5,3528.89,74106.77,4,20,7,0,1,0,5,37705.69,0.9654,0,19.9943,0
INV-000488,LegitVendor_050,COMP_000,57759.21,28,16172.58,73931.79,5,20,1,1,1,0,7,51046.53,0.4483,0,3.5712,0
INV-000489,LegitVendor_014,COMP_023,13341.89,5,667.09,14008.99,5,20,7,1,1,0,6,36597.99,0.6172,0,19.9701,0
INV-000490,LegitVendor_012,COMP_040,68233.15,12,8187.98,76421.13,3,20,8,0,1,0,10,57817.05,0.3218,0,8.3323,0
INV-000491,SuspiciousVendor_016,COMP_002,500000.0,12,60000.0,560000.0,4,20,8,0,1,1,8,172678.01,2.243,0,8.3332,1
INV-000492,LegitVendor_017,COMP_031,1682.37,18,302.83,1985.2,0,20,11,0,1,0,5,30454.65,0.9348,0,5.5373,0
INV-000493,SuspiciousVendor_000,COMP_034,72953.67,18,13131.66,86085.33,6,20,1,1,1,0,6,75213.94,0.1445,0,5.5551,1
INV-000494,SuspiciousVendor_000,COMP_039,15548.34,5,777.42,16325.76,0,20,1,0,1,0,7,66801.34,0.7556,0,19.9743,1
INV-000495,LegitVendor_042,COMP_018,12399.3,12,1487.92,13887.21,5,20,7,1,1,0,7,23360.36,0.4055,0,8.3277,0
INV-000496,LegitVendor_071,COMP_021,7821.79,12,938.62,8760.41,3,20,10,0,1,0,5,30510.01,0.7128,0,8.3245,0
INV-000497,LegitVendor_050,COMP_002,9943.34,5,497.17,10440.51,3,20,3,0,1,0,8,45970.78,0.7729,0,19.9599,0
INV-000498,LegitVendor_074,COMP_011,12142.1,12,1457.05,13599.16,0,20,1,0,1,0,5,72812.52,0.8132,0,8.3276,0
INV-000499,LegitVendor_056,COMP_005,3952.8,12,474.34,4427.13,5,20,11,1,1,0,7,16326.26,0.7288,0,8.3158,0
INV-000500,LegitVendor_018,COMP_049,45104.16,12,5412.5,50516.66,6,20,3,1,1,0,11,92209.92,0.4522,0,8.3318,0
INV-000501,LegitVendor_038,COMP_001,116390.81,18,20950.35,137341.16,1,20,1,0,1,0,7,49613.65,1.7682,0,5.5553,0
INV-000502,LegitVendor_053,COMP_013,87199.05,28,24415.73,111614.78,0,20,2,0,1,0,7,41112.74,1.7148,0,3.5713,0
INV-000503,LegitVendor_073,COMP_023,4473.93,28,1252.7,5726.63,6,20,10,1,1,0,3,34595.74,0.8344,0,3.5686,0
INV-000504,LegitVendor_040,COMP_004,24172.44,18,4351.04,28523.48,5,20,8,1,1,0,4,84195.47,0.6612,0,5.5543,0
INV-000505,LegitVendor_048,COMP_040,27130.45,18,4883.48,32013.93,2,20,4,0,1,0,5,31521.86,0.0156,0,5.5544,0
INV-000506,LegitVendor_023,COMP_034,9493.81,18,1708.89,11202.7,6,20,8,1,1,0,7,41517.5,0.7302,0,5.5523,0
INV-000507,LegitVendor_038,COMP_025,11429.85,18,2057.37,13487.23,1,20,3,0,1,0,8,45097.84,0.7009,0,5.5529,0
INV-000508,SuspiciousVendor_001,COMP_019,150000.0,12,18000.0,168000.0,2,20,12,0,1,1,5,136436.69,0.2313,0,8.3329,1
INV-000509,LegitVendor_058,COMP_031,15899.04,12,1907.88,17806.92,1,20,7,0,1,0,7,14382.5,0.2381,0,8.329,0
INV-000510,LegitVendor_064,COMP_001,17019.37,18,3063.49,20082.86,4,20,8,0,1,0,7,42975.51,0.5327,0,5.5537,0
INV-000511,LegitVendor_027,COMP_033,30704.12,18,5526.74,36230.86,3,20,12,0,1,0,6,140492.06,0.7421,0,5.5546,0
INV-000512,LegitVendor_000,COMP_048,84899.55,5,4244.98,89144.52,5,20,6,1,1,0,4,32983.62,1.7026,0,19.9953,0
INV-000513,LegitVendor_037,COMP_031,14751.61,12,1770.19,16521.8,5,20,5,1,1,0,9,22679.25,0.2715,0,8.3286,0
INV-000514,LegitVendor_034,COMP_026,32204.08,12,3864.49,36068.57,4,20,2,0,1,0,8,128491.87,0.7193,0,8.3312,0
INV-000515,LegitVendor_072,COMP_014,27655.86,12,3318.7,30974.57,0,20,2,0,1,0,7,36478.9,0.1509,0,8.3308,0
INV-000516,LegitVendor_041,COMP_042,44558.81,18,8020.59,52579.4,1,20,3,0,1,0,10,51377.25,0.0234,0,5.5549,0
INV-000517,LegitVendor_046,COMP_046,5686.39,12,682.37,6368.76,3,20,8,0,1,0,6,14865.29,0.5715,0,8.3211,0
INV-000518,LegitVendor_047,COMP_045,20320.51,18,3657.69,23978.2,0,20,1,0,1,0,10,27192.28,0.1182,0,5.554,0
INV-000519,LegitVendor_047,COMP_032,9330.91,18,1679.56,11010.48,5,20,6,1,1,0,11,25721.21,0.5719,0,5.5522,0
INV-000520,LegitVendor_062,COMP_018,12468.8,18,2244.38,14713.19,3,20,8,0,1,0,9,41098.74,0.642,0,5.5531,0
INV-000521,LegitVendor_050,COMP_026,108137.37,28,30278.46,138415.83,4,20,3,0,1,0,9,56242.45,1.461,0,3.5713,0
INV-000522,LegitVendor_038,COMP_005,73071.64,18,13152.9,86224.54,6,20,1,1,1,0,9,49667.48,0.736,0,5.5551,0
INV-000523,LegitVendor_035,COMP_037,16572.63,18,2983.07,19555.7,1,20,7,0,1,0,6,81382.04,0.7597,0,5.5537,0
INV-000524,LegitVendor_017,COMP_036,133098.04,18,23957.65,157055.69,6,20,11,1,1,0,6,51554.83,2.0463,0,5.5553,0
INV-000525,LegitVendor_006,COMP_012,22037.6,12,2644.51,24682.12,5,20,8,1,1,0,4,28829.17,0.1438,0,8.3302,0
INV-000526,LegitVendor_078,COMP_023,12188.55,18,2193.94,14382.49,0,20,6,0,1,0,6,30112.34,0.5224,0,5.553,0
INV-000527,LegitVendor_028,COMP_000,124537.03,18,22416.67,146953.7,3,20,6,0,1,0,4,110072.95,0.3351,0,5.5553,0
INV-000528,LegitVendor_070,COMP_027,17141.98,18,3085.56,20227.54,6,20,7,1,1,0,3,43004.29,0.5296,0,5.5538,0
INV-000529,LegitVendor_059,COMP_000,100861.8,18,18155.12,119016.93,0,20,1,0,1,0,7,106279.0,0.1199,0,5.5552,0
INV-000530,LegitVendor_060,COMP_022,12194.02,18,2194.92,14388.94,6,20,12,1,1,0,4,27280.4,0.4725,0,5.553,0
INV-000531,LegitVendor_048,COMP_004,43621.14,12,5234.54,48855.67,5,20,10,1,1,0,6,34410.83,0.4198,0,8.3317,0
INV-000532,LegitVendor_060,COMP_015,31885.7,18,5739.43,37625.13,6,20,6,1,1,0,5,29349.34,0.282,0,5.5546,0
INV-000533,LegitVendor_079,COMP_022,1655.87,5,82.79,1738.66,5,20,12,1,1,0,3,9303.15,0.813,0,19.7613,0
INV-000534,LegitVendor_036,COMP_008,42899.49,12,5147.94,48047.43,0,20,7,0,1,0,4,84554.95,0.4318,0,8.3317,0
INV-000535,LegitVendor_065,COMP_022,7314.22,18,1316.56,8630.78,2,20,6,0,1,0,5,17807.2,0.5153,0,5.5513,0
INV-000536,LegitVendor_032,COMP_029,145319.58,18,26157.52,171477.11,4,20,3,0,1,0,8,73791.55,1.3238,0,5.5553,0
INV-000537,LegitVendor_035,COMP_009,10976.37,18,1975.75,12952.11,2,20,5,0,1,0,7,71606.33,0.8191,0,5.5527,0
INV-000538,LegitVendor_038,COMP_027,8279.75,12,993.57,9273.32,1,20,2,0,1,0,10,45628.06,0.7967,0,8.325,0
INV-000539,LegitVendor_008,COMP_027,7488.07,18,1347.85,8835.93,3,20,5,0,1,0,5,39766.39,0.7778,0,5.5514,0
INV-000540,LegitVendor_073,COMP_032,8877.07,12,1065.25,9942.32,3,20,5,0,1,0,4,28432.39,0.6503,0,8.3255,0
INV-000541,LegitVendor_033,COMP_012,47940.03,18,8629.2,56569.23,1,20,7,0,1,0,6,46352.85,0.2204,0,5.5549,0
INV-000542,LegitVendor_063,COMP_012,7521.98,18,1353.96,8875.93,1,20,12,0,1,0,4,138230.84,0.9358,0,5.5515,0
INV-000543,SuspiciousVendor_016,COMP_006,32462.76,28,9089.57,41552.33,3,20,10,0,1,0,9,158108.49,0.7372,0,3.571,1
INV-000544,SuspiciousVendor_002,COMP_042,177905.03,18,32022.91,209927.94,6,20,3,1,1,0,5,129643.41,0.6193,0,5.5554,1
INV-000545,LegitVendor_079,COMP_000,7124.01,12,854.88,7978.89,3,20,10,0,1,0,4,8972.08,0.1107,0,8.3236,0
INV-000546,LegitVendor_028,COMP_040,14269.62,12,1712.35,15981.98,0,20,11,0,1,0,5,91254.75,0.8249,0,8.3285,0
INV-000547,SuspiciousVendor_007,COMP_010,370638.46,12,44476.62,415115.07,2,22,5,0,1,0,6,97164.31,3.2723,0,8.3331,1
INV-000548,LegitVendor_035,COMP_011,27718.27,5,1385.91,29104.19,4,20,11,0,1,0,8,66293.56,0.561,0,19.9856,0
INV-000549,LegitVendor_078,COMP_001,11252.09,28,3150.58,14402.67,4,20,10,0,1,0,7,27868.1,0.4832,0,3.5703,0
INV-000550,LegitVendor_002,COMP_041,51299.78,18,9233.96,60533.74,3,20,4,0,1,0,5,48693.62,0.2432,0,5.555,0
INV-000551,LegitVendor_074,COMP_003,131625.78,12,15795.09,147420.87,0,20,6,0,1,0,6,85247.24,0.7293,0,8.3328,0
INV-000552,SuspiciousVendor_010,COMP_031,500000.0,5,25000.0,415131.27,2,22,8,0,1,1,8,136976.95,2.0307,0,19.9992,1
INV-000553,LegitVendor_044,COMP_008,4160.25,18,748.84,4909.09,0,20,12,0,1,0,7,31865.16,0.8459,0,5.5481,0
INV-000554,SuspiciousVendor_018,COMP_016,500000.0,12,60000.0,14354.32,0,20,4,0,1,1,4,51669.33,0.7222,0,8.3332,1
INV-000555,LegitVendor_063,COMP_030,5876.0,18,1057.68,6933.68,0,20,11,0,1,0,5,111971.41,0.9381,0,5.5503,0
INV-000556,LegitVendor_061,COMP_036,193139.43,12,23176.73,216316.16,0,20,11,0,1,0,11,31604.19,5.8444,0,8.333,0
INV-000557,LegitVendor_056,COMP_007,16955.46,18,3051.98,20007.44,5,20,9,1,1,0,8,16786.41,0.1919,0,5.5537,0
INV-000558,LegitVendor_075,COMP_001,4243.53,5,212.18,4455.71,5,20,6,1,1,0,7,37561.62,0.8814,0,19.9062,0
INV-000559,SuspiciousVendor_018,COMP_001,62728.26,28,17563.91,80292.17,0,20,11,0,1,0,5,57393.9,0.399,0,3.5712,1
INV-000560,LegitVendor_066,COMP_046,26687.69,18,4803.78,31491.48,5,20,3,1,1,0,5,49493.24,0.3637,0,5.5544,0
INV-000561,LegitVendor_012,COMP_020,3507.04,18,631.27,4138.3,4,20,11,0,1,0,11,52937.16,0.9218,0,5.5468,0
INV-000562,LegitVendor_078,COMP_009,51800.45,5,2590.02,54390.48,6,20,3,1,1,0,8,31183.4,0.7442,0,19.9923,0
INV-000563,LegitVendor_075,COMP_019,54800.56,12,6576.07,61376.63,3,20,5,0,1,0,8,40538.5,0.514,0,8.3321,0
INV-000564,LegitVendor_021,COMP_000,67674.89,18,12181.48,79856.37,3,20,8,0,1,0,4,149512.13,0.4659,0,5.5551,0
INV-000565,LegitVendor_005,COMP_045,17241.73,18,3103.51,20345.24,3,20,3,0,1,0,2,28899.16,0.296,0,5.5538,0
INV-000566,LegitVendor_070,COMP_039,9863.82,18,1775.49,11639.31,4,20,7,0,1,0,4,35163.05,0.669,0,5.5524,0
INV-000567,LegitVendor_037,COMP_032,30646.25,18,5516.32,36162.57,2,20,4,0,1,0,10,24027.59,0.505,0,5.5545,0
INV-000568,LegitVendor_030,COMP_011,34280.12,28,9598.43,43878.56,3,20,7,0,1,0,5,34934.72,0.256,0,3.5711,0
INV-000569,LegitVendor_015,COMP_034,32172.6,12,3860.71,36033.31,2,20,2,0,1,0,5,45089.31,0.2008,0,8.3312,0
INV-000570,SuspiciousVendor_018,COMP_034,100000.0,18,18000.0,20347.57,0,20,12,0,1,1,6,51219.51,0.6027,0,5.5552,1
INV-000571,LegitVendor_068,COMP_034,3032.55,5,151.63,3184.18,5,20,11,1,1,0,6,37995.3,0.9162,0,19.869,0
INV-000572,LegitVendor_042,COMP_028,3751.67,5,187.58,3939.25,6,20,8,1,1,0,8,20932.72,0.8118,0,19.8939,0
INV-000573,LegitVendor_023,COMP_024,17192.4,18,3094.63,20287.03,4,20,6,0,1,0,8,38863.69,0.478,0,5.5538,0
INV-000574,LegitVendor_011,COMP_004,43156.04,18,7768.09,50924.13,2,20,9,0,1,0,8,62466.4,0.1848,0,5.5548,0
INV-000575,LegitVendor_037,COMP_048,20345.76,18,3662.24,24008.0,3,20,10,0,1,0,11,24025.81,0.0007,0,5.554,0
INV-000576,SuspiciousVendor_010,COMP_017,22479.58,5,1123.98,23603.56,6,20,1,1,1,0,9,124379.91,0.8102,0,19.9822,1
INV-000577,LegitVendor_064,COMP_009,14385.01,12,1726.2,16111.21,2,20,8,0,1,0,8,39617.47,0.5933,0,8.3285,0
INV-000578,LegitVendor_046,COMP_021,102129.34,18,18383.28,120512.63,4,20,3,0,1,0,7,29957.76,3.0227,0,5.5553,0
INV-000579,SuspiciousVendor_017,COMP_013,150000.0,18,27000.0,177000.0,3,20,7,0,1,1,5,49605.16,2.5681,0,5.5553,1
INV-000580,LegitVendor_027,COMP_029,91217.96,18,16419.23,107637.19,1,20,4,0,1,0,7,135798.51,0.2074,0,5.5552,0
INV-000581,LegitVendor_039,COMP_025,31562.64,5,1578.13,33140.77,5,20,12,1,1,0,3,205469.41,0.8387,0,19.9873,0
INV-000582,SuspiciousVendor_016,COMP_007,201817.88,18,36327.22,238145.1,1,20,6,0,1,0,10,166112.15,0.4336,0,5.5554,1
INV-000583,LegitVendor_072,COMP_047,6042.37,5,302.12,6344.49,6,20,4,1,1,0,8,32712.1,0.806,0,19.934,0
INV-000584,LegitVendor_056,COMP_041,14402.05,12,1728.25,16130.3,5,20,2,1,1,0,9,16713.51,0.0349,0,8.3285,0
INV-000585,LegitVendor_063,COMP_011,7811.58,28,2187.24,9998.82,6,20,12,1,1,0,6,94975.97,0.8947,0,3.5698,0
INV-000586,LegitVendor_049,COMP_018,9981.39,12,1197.77,11179.15,2,20,8,0,1,0,4,14196.52,0.2125,0,8.3264,0
INV-000587,LegitVendor_031,COMP_037,9453.67,12,1134.44,10588.11,0,20,9,0,1,0,7,55401.54,0.8089,0,8.326,0
INV-000588,LegitVendor_039,COMP_019,2856.48,18,514.17,3370.64,1,20,8,0,1,0,4,154944.72,0.9782,0,5.5448,0
INV-000589,LegitVendor_055,COMP_045,12639.99,18,2275.2,14915.19,6,20,8,1,1,0,4,65755.89,0.7732,0,5.5531,0
INV-000590,LegitVendor_012,COMP_027,44982.79,5,2249.14,47231.93,2,20,9,0,1,0,12,52461.73,0.0997,0,19.9911,0
INV-000591,LegitVendor_021,COMP_037,11283.45,18,2031.02,13314.47,6,20,6,1,1,0,5,122272.6,0.8911,0,5.5528,0
INV-000592,LegitVendor_061,COMP_010,27463.18,5,1373.16,28836.34,0,20,4,0,1,0,12,31373.54,0.0809,0,19.9854,0
INV-000593,SuspiciousVendor_016,COMP_034,500000.0,12,60000.0,3354.36,1,20,8,0,1,1,11,151315.99,0.9778,0,8.3332,1
INV-000594,LegitVendor_047,COMP_008,85422.8,18,15376.1,100798.9,6,20,10,1,1,0,12,31977.69,2.1521,0,5.5552,0
INV-000595,SuspiciousVendor_006,COMP_014,166464.28,18,29963.57,47229.81,4,20,10,0,1,0,4,108801.85,0.5659,0,5.5554,1
INV-000596,LegitVendor_075,COMP_015,13235.55,18,2382.4,15617.95,0,20,9,0,1,0,9,37769.55,0.5865,0,5.5532,0
INV-000597,SuspiciousVendor_006,COMP_017,283151.64,18,50967.29,334118.93,3,20,4,0,1,0,5,153865.27,1.1715,0,5.5554,1
INV-000598,LegitVendor_076,COMP_048,315696.4,12,37883.57,353579.97,4,20,4,0,1,0,4,99993.28,2.536,0,8.3331,0
INV-000599,LegitVendor_076,COMP_038,18199.43,12,2183.93,20383.37,4,20,5,0,1,0,5,84071.3,0.7575,0,8.3295,0
INV-000600,LegitVendor_052,COMP_037,21232.86,12,2547.94,23780.8,5,20,3,1,1,0,5,12449.95,0.91,0,8.3301,0
INV-000601,LegitVendor_037,COMP_015,90006.67,18,16201.2,106207.87,6,20,4,1,1,0,12,30874.31,2.4399,0,5.5552,0
INV-000602,LegitVendor_009,COMP_005,25321.46,18,4557.86,29879.33,6,20,2,1,1,0,7,46530.34,0.3578,0,5.5543,0
INV-000603,LegitVendor_040,COMP_004,7991.4,12,958.97,8950.37,3,20,1,0,1,0,5,69146.45,0.8705,0,8.3247,0
INV-000604,LegitVendor_021,COMP_019,111211.61,5,5560.58,116772.19,4,20,10,0,1,0,6,121355.87,0.0378,0,19.9964,0
INV-000605,LegitVendor_035,COMP_012,161737.38,12,19408.49,181145.87,3,20,1,0,1,0,9,79054.93,1.2914,0,8.3329,0
INV-000606,LegitVendor_022,COMP_007,51098.31,18,9197.7,60296.0,4,20,5,0,1,0,5,25142.01,1.3982,0,5.555,0
INV-000607,LegitVendor_027,COMP_012,27389.93,5,1369.5,28759.43,3,20,4,0,1,0,8,122418.62,0.7651,0,19.9854,0
INV-000608,LegitVendor_016,COMP_001,89858.8,5,4492.94,94351.73,4,20,1,0,1,0,5,36717.76,1.5696,0,19.9955,0
INV-000609,LegitVendor_054,COMP_020,14208.52,18,2557.53,16766.05,2,20,11,0,1,0,4,20959.47,0.2001,0,5.5534,0
INV-000610,LegitVendor_073,COMP_014,10086.98,5,504.35,10591.33,3,20,10,0,1,0,5,24864.18,0.574,0,19.9604,0
INV-000611,LegitVendor_008,COMP_032,22075.31,28,6181.09,28256.4,3,20,4,0,1,0,6,37848.06,0.2534,0,3.5709,0
INV-000612,SuspiciousVendor_001,COMP_043,200000.0,18,36000.0,236000.0,3,22,3,0,1,1,6,153030.57,0.5422,0,5.5554,1
INV-000613,LegitVendor_011,COMP_007,4892.99,5,244.65,5137.64,4,20,12,0,1,0,9,56096.54,0.9084,0,19.9186,0
INV-000614,SuspiciousVendor_016,COMP_038,119850.36,18,21573.06,141423.42,6,20,3,1,1,0,12,150491.61,0.0603,0,5.5553,1
INV-000615,SuspiciousVendor_018,COMP_037,50000.0,12,6000.0,10683.63,1,20,12,0,1,1,7,45428.67,0.7648,0,8.3319,1
INV-000616,LegitVendor_027,COMP_039,5916.38,12,709.97,6626.34,3,20,1,0,1,0,9,109552.81,0.9395,0,8.3216,0
INV-000617,LegitVendor_067,COMP_037,42416.31,12,5089.96,47506.27,6,20,3,1,1,0,5,33317.54,0.4259,0,8.3317,0
INV-000618,LegitVendor_012,COMP_042,38737.69,12,4648.52,43386.22,3,20,12,0,1,0,13,51763.61,0.1618,0,8.3315,0
INV-000619,LegitVendor_055,COMP_045,228063.67,12,27367.64,255431.32,6,20,1,1,1,0,5,103690.98,1.4634,0,8.333,0
INV-000620,LegitVendor_062,COMP_017,4162.75,5,208.14,4370.89,5,20,3,1,1,0,10,37425.95,0.8832,0,19.9044,0
INV-000621,LegitVendor_075,COMP_046,16970.97,5,848.55,17819.52,3,20,1,0,1,0,10,35774.55,0.5019,0,19.9765,0
INV-000622,LegitVendor_033,COMP_013,17601.24,18,3168.22,20769.46,6,20,8,1,1,0,7,42698.08,0.5136,0,5.5538,0
INV-000623,LegitVendor_009,COMP_025,3113.28,28,871.72,3985.0,2,20,3,0,1,0,8,41212.17,0.9033,0,3.5673,0
INV-000624,SuspiciousVendor_015,COMP_004,200000.0,18,36000.0,236000.0,0,22,7,0,1,1,7,222318.54,0.0615,0,5.5554,1
INV-000625,LegitVendor_011,COMP_022,86055.2,12,10326.62,96381.82,4,20,6,0,1,0,10,60125.06,0.603,0,8.3325,0
INV-000626,LegitVendor_002,COMP_024,5839.78,12,700.77,6540.55,1,20,5,0,1,0,6,41668.11,0.843,0,8.3215,0
INV-000627,LegitVendor_061,COMP_048,32314.83,5,1615.74,33930.57,3,20,1,0,1,0,13,31570.23,0.0748,0,19.9876,0
INV-000628,LegitVendor_020,COMP_014,25724.04,28,7202.73,32926.77,3,20,8,0,1,0,5,66850.78,0.5075,0,3.5709,0
INV-000629,LegitVendor_067,COMP_047,217793.44,18,39202.82,256996.26,3,20,7,0,1,0,6,70597.33,2.6403,0,5.5554,0
INV-000630,LegitVendor_051,COMP_049,58213.19,18,10478.37,68691.56,6,20,4,1,1,0,6,42870.0,0.6023,0,5.555,0
INV-000631,SuspiciousVendor_004,COMP_004,250000.0,12,30000.0,280000.0,3,20,8,0,1,1,4,221318.3,0.2651,0,8.3331,1
INV-000632,SuspiciousVendor_010,COMP_039,100000.0,18,18000.0,118000.0,0,20,7,0,1,1,10,123741.91,0.0464,0,5.5552,1
INV-000633,LegitVendor_072,COMP_027,20349.88,12,2441.99,22791.87,5,20,7,1,1,0,9,31609.85,0.279,0,8.3299,0
INV-000634,SuspiciousVendor_011,COMP_030,50000.0,12,6000.0,56000.0,5,20,1,1,1,1,5,71080.55,0.2122,0,8.3319,1
INV-000635,LegitVendor_021,COMP_020,37827.31,18,6808.92,44636.23,5,20,5,1,1,0,7,110395.92,0.5957,0,5.5547,0
INV-000636,LegitVendor_046,COMP_015,6041.0,5,302.05,6343.05,3,20,1,0,1,0,8,27005.92,0.7651,0,19.934,0
INV-000637,LegitVendor_044,COMP_016,10259.87,18,1846.78,12106.65,0,20,2,0,1,0,8,29395.34,0.5881,0,5.5525,0
INV-000638,LegitVendor_060,COMP_013,13444.0,12,1613.28,15057.28,0,20,6,0,1,0,6,26967.33,0.4416,0,8.3282,0
